           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 230      0   0.0     27   0.2  17781 100.0        -  SB-IMPL::%MAP-TO-LIST
 231      0   0.0     18   0.1  17781 100.0        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:REPLACE-FLOW-ID (V-TYPE VARJO.INTERNALS:FLOW-IDENTIFIER))
 232      0   0.0     15   0.1  17781 100.0        -  VARI.CL::VS-%GLSL-EXPR
 233      0   0.0     13   0.1  17781 100.0        -  PRINC
 234      0   0.0     13   0.1  17781 100.0        -  VARJO.INTERNALS::%GET-FREE-GLSL-NAME
 235      0   0.0     12   0.1  17781 100.0        -  VARJO.INTERNALS::GET-VERSION-FROM-CONTEXT-LIST
 236      0   0.0     12   0.1  17781 100.0        -  VARJO.INTERNALS::GET-VERSION-FROM-CONTEXT
 237      0   0.0     10   0.1  17781 100.0        -  VARJO.INTERNALS::GEN-FUNCTION-BODY-STRING
 238      0   0.0     10   0.1  17781 100.0        -  VARJO.INTERNALS::FIND-COMPILER-MACRO-FOR-FUNC
 239      0   0.0      9   0.1  17781 100.0        -  (SB-PCL::FAST-METHOD TYPE-SPEC->TYPE (T))
 240      0   0.0      9   0.1  17781 100.0        -  VARJO.INTERNALS:MAKE-FUNCTION-SET
 241      0   0.0      8   0.0  17781 100.0        -  (LABELS SB-IMPL::PRINT-IT :IN SB-KERNEL:OUTPUT-OBJECT)
 242      0   0.0      8   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:SET-FLOW-ID (V-TYPE VARJO.INTERNALS:FLOW-IDENTIFIER))
 243      0   0.0      8   0.0  17781 100.0        -  VARJO.INTERNALS::GEN-NUMBER-STRING
 244      0   0.0      8   0.0  17781 100.0        -  (FLET #:WRAPPER7 :IN VARJO.INTERNALS:MAKE-FUNCTION-SET)
 245      0   0.0      8   0.0  17781 100.0        -  VARI.CL::VS-CASE
 246      0   0.0      7   0.0  17781 100.0        -  CL-PPCRE:REGEX-REPLACE
 247      0   0.0      6   0.0  17781 100.0        -  "foreign function interrupt_handle_pending"
 248      0   0.0      6   0.0  17781 100.0        -  "foreign function handle_trap"
 249      0   0.0      5   0.0  17781 100.0        -  VARJO.INTERNALS::%CALC-FLOW-ID-GIVEN-ARGS
 250      0   0.0      5   0.0  17781 100.0        -  SB-IMPL::%WRITE-STRING
 251      0   0.0      5   0.0  17781 100.0        -  SB-KERNEL::SPECIFIER-TYPE-R
 252      0   0.0      4   0.0  17781 100.0        -  VARJO.INTERNALS::TRY-TYPE-SPEC->TYPE
 253      0   0.0      4   0.0  17781 100.0        -  SB-IMPL::OUTPUT-INTEGER
 254      0   0.0      4   0.0  17781 100.0        -  SWANK::AUTO-FLUSH-LOOP
 255      0   0.0      4   0.0  17781 100.0        -  VARI.CL::GEN-STRING-FOR-SWITCH-FORM
 256      0   0.0      3   0.0  17781 100.0        -  VARJO.INTERNALS:GLSL-CHUNK-FROM-COMPILED
 257      0   0.0      3   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD V-TYPEP (V-TYPE V-TYPE))
 258      0   0.0      3   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD CL-PPCRE:SCAN (FUNCTION T))
 259      0   0.0      3   0.0  17781 100.0        -  VARJO.INTERNALS::SINGULAR-FLOW-ID-P
 260      0   0.0      3   0.0  17781 100.0        -  VARJO.INTERNALS::MERGE-ENV
 261      0   0.0      3   0.0  17781 100.0        -  SB-KERNEL::VALUES-SPECIFIER-TYPE-R
 262      0   0.0      3   0.0  17781 100.0        -  (FLET #:FORM-FUN-3109 :IN SB-GRAY:STREAM-FORCE-OUTPUT)
 263      0   0.0      3   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD SB-GRAY:STREAM-FORCE-OUTPUT :AROUND (SWANK/GRAY::SLIME-OUTPUT-STREAM))
 264      0   0.0      3   0.0  17781 100.0        -  FORCE-OUTPUT
 265      0   0.0      3   0.0  17781 100.0        -  VARI.CL::GEN-CHUNK-FOR-CONDITIONAL-ARM
 266      0   0.0      2   0.0  17781 100.0        -  VARJO.UTILS:POSITIONS-IF
 267      0   0.0      2   0.0  17781 100.0        -  (LABELS SB-IMPL::SXHASH-RECURSE :IN SXHASH)
 268      0   0.0      2   0.0  17781 100.0        -  SXHASH
 269      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::EQUAL-HASH
 270      0   0.0      2   0.0  17781 100.0        -  SB-KERNEL:CLASSOID-PROPER-NAME
 271      0   0.0      2   0.0  17781 100.0        -  SB-SYS:WAIT-UNTIL-FD-USABLE
 272      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::REFILL-INPUT-BUFFER
 273      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::INPUT-CHAR/ASCII
 274      0   0.0      2   0.0  17781 100.0        -  (LAMBDA (&REST REST) :IN SB-IMPL::GET-EXTERNAL-FORMAT)
 275      0   0.0      2   0.0  17781 100.0        -  READ-CHAR
 276      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::%READ-PRESERVING-WHITESPACE
 277      0   0.0      2   0.0  17781 100.0        -  READ
 278      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::REPL-READ-FORM-FUN
 279      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::REPL-FUN
 280      0   0.0      2   0.0  17781 100.0        -  (LAMBDA NIL :IN SB-IMPL::TOPLEVEL-REPL)
 281      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::%WITH-REBOUND-IO-SYNTAX
 282      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::TOPLEVEL-REPL
 283      0   0.0      2   0.0  17781 100.0        -  SB-IMPL::TOPLEVEL-INIT
 284      0   0.0      2   0.0  17781 100.0        -  (FLET #:WITHOUT-INTERRUPTS-BODY-73 :IN SB-EXT:SAVE-LISP-AND-DIE)
 285      0   0.0      2   0.0  17781 100.0        -  (LABELS SB-IMPL::RESTART-LISP :IN SB-EXT:SAVE-LISP-AND-DIE)
 286      0   0.0      2   0.0  17781 100.0        -  VARJO.INTERNALS:FLOW-ID!
 287      0   0.0      2   0.0  17781 100.0        -  (LABELS VARJO.INTERNALS::FORCE-FLOW-ID :IN VARJO.INTERNALS::RESOLVE-FUNC-SET)
 288      0   0.0      2   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD SB-GRAY:STREAM-FINISH-OUTPUT (SWANK/GRAY::SLIME-OUTPUT-STREAM))
 289      0   0.0      2   0.0  17781 100.0        -  (LABELS SB-IMPL::SLOWER-MAP :IN SB-KERNEL:%MAP)
 290      0   0.0      2   0.0  17781 100.0        -  VARJO.INTERNALS:END-LINE-STR
 291      0   0.0      2   0.0  17781 100.0        -  VARJO.INTERNALS::GEN-SHADER-STRING
 292      0   0.0      2   0.0  17781 100.0        -  VARJO.INTERNALS::FINAL-STRING-COMPOSE
 293      0   0.0      1   0.0  17781 100.0        -  VARJO.INTERNALS:ID~=
 294      0   0.0      1   0.0  17781 100.0        -  (LABELS VARJO.UTILS::F :IN VARJO.UTILS:POSITIONS-IF)
 295      0   0.0      1   0.0  17781 100.0        -  VARJO.INTERNALS::GEN-ARG-STRING
 296      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:CURRENT-LINE (T))
 297      0   0.0      1   0.0  17781 100.0        -  SB-KERNEL:FIND-CLASSOID-CELL
 298      0   0.0      1   0.0  17781 100.0        -  (LAMBDA (SB-PCL::|.P0.|) :IN "/home/baggers/quicklisp/local-projects/the-works/varjo/src/vari.cl/bitwise-operators.lisp")
 299      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD FLOW-IDS (VARJO.INTERNALS:COMPILED))
 300      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::EMF VARJO.INTERNALS:COPY-COMPILED)
 301      0   0.0      1   0.0  17781 100.0        -  (FLET #:WRAPPER158 :IN VARJO.INTERNALS::COMPILE-FUNCTION-CALL)
 302      0   0.0      1   0.0  17781 100.0        -  VARJO.INTERNALS::GEN-FUNCTION-SIGNATURE
 303      0   0.0      1   0.0  17781 100.0        -  VARJO.INTERNALS::SHADOW-GLOBAL-CHECK
 304      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:ADD-FORM-BINDINGS (LIST VARJO.INTERNALS::ENVIRONMENT))
 305      0   0.0      1   0.0  17781 100.0        -  (LAMBDA (SB-IMPL::BUFFER SB-IMPL::FROM) :IN GET-OUTPUT-STREAM-STRING)
 306      0   0.0      1   0.0  17781 100.0        -  SB-THREAD::CALL-WITH-RECURSIVE-LOCK
 307      0   0.0      1   0.0  17781 100.0        -  (FLET SWANK/BACKEND:CALL-WITH-LOCK-HELD :IN "/home/baggers/quicklisp/dists/quicklisp/software/slime-v2.20/swank/sbcl.lisp")
 308      0   0.0      1   0.0  17781 100.0        -  SWANK/BACKEND:CALL-WITH-LOCK-HELD
 309      0   0.0      1   0.0  17781 100.0        -  SLEEP
 310      0   0.0      1   0.0  17781 100.0        -  (LAMBDA (VARJO.INTERNALS::_) :IN MAKE-TYPE-SET)
 311      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::EMF VARJO.INTERNALS:MERGE-COMPILED)
 312      0   0.0      1   0.0  17781 100.0        -  (LABELS VARJO.INTERNALS::INNER :IN VARJO.INTERNALS::REDUCE-TYPES-FOR-OR-TYPE)
 313      0   0.0      1   0.0  17781 100.0        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS::REDUCE-TYPES-FOR-OR-TYPE (T))
 314      0   0.0      1   0.0  17781 100.0        -  VARJO.INTERNALS:GEN-OR-TYPE
 315      0   0.0      1   0.0  17781 100.0        -  VARI.CL::COMPUTE-CONDITIONAL-TYPE-SET
 316      0   0.0      1   0.0  17781 100.0        -  SB-IMPL::LIST-REMOVE-DUPLICATES*
------------------------------------------------------------------------
          4   0.0                                     elsewhere
