Number of samples:   3372
Sample interval:     0.01 seconds
Total sampling time: 33.719997 seconds
Number of cycles:    0
Sampled threads:
 #<SB-THREAD:THREAD "auto-flush-thread" RUNNING {10030F7DA3}>
 #<SB-THREAD:THREAD "repl-thread" RUNNING {10030F7FA3}>

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 222      0   0.0      1   0.0   3233  95.9        -  SB-KERNEL:SPECIFIER-TYPE
 223      0   0.0      1   0.0   3233  95.9        -  TYPEP
 224      0   0.0      1   0.0   3233  95.9        -  CL-PPCRE:REGEX-REPLACE
 225      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS:FLOW-ID!
 226      0   0.0      1   0.0   3233  95.9        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:CURRENT-LINE (T))
 227      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS:GLSL-CHUNK-FROM-COMPILED
 228      0   0.0      1   0.0   3233  95.9        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:PRIMARY-TYPE (VECTOR))
 229      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::TRY-TYPE-SPEC->TYPE
 230      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::GEN-FUNCTION-CALL-STRING
 231      0   0.0      1   0.0   3233  95.9        -  (LAMBDA (SB-PCL::|.P0.|) :IN "/home/baggers/quicklisp/local-projects/the-works/varjo/src/vari.cl/bitwise-operators.lisp")
 232      0   0.0      1   0.0   3233  95.9        -  (LAMBDA (VARJO.INTERNALS::_) :IN VARJO.INTERNALS:V-DISCARDED-P)
 233      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::EXTRACT-IMPLICIT-ARGS
 234      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::GEN-FUNCTION-TRANSFORM
 235      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::GEN-FUNCTION-SIGNATURE
 236      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::SHADOW-GLOBAL-CHECK
 237      0   0.0      1   0.0   3233  95.9        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS:ADD-FORM-BINDINGS (LIST VARJO.INTERNALS::ENVIRONMENT))
 238      0   0.0      1   0.0   3233  95.9        -  (SB-PCL::FAST-METHOD VARJO.INTERNALS::FUNC-NEED-ARGUMENTS-COMPILEDP (VARJO.INTERNALS:V-FUNCTION))
 239      0   0.0      1   0.0   3233  95.9        -  (FLET #:WRAPPER748 :IN VARJO.INTERNALS::FIND-FUNCTIONS-IN-SET-FOR-ARGS)
 240      0   0.0      1   0.0   3233  95.9        -  SB-IMPL::VECTOR-SUBSEQ-DISPATCH/SIMPLE-BASE-STRING
 241      0   0.0      1   0.0   3233  95.9        -  (LAMBDA (VARJO.INTERNALS::_) :IN MAKE-TYPE-SET)
 242      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::SINGULAR-FLOW-ID-P
 243      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS:V-TERMINATED-P
 244      0   0.0      1   0.0   3233  95.9        -  VARI.CL::COMPUTE-CONDITIONAL-TYPE-SET
 245      0   0.0      1   0.0   3233  95.9        -  (FLET SB-IMPL::REPLACE-ALL :IN GET-OUTPUT-STREAM-STRING)
 246      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS:END-LINE-STR
 247      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::GEN-SHADER-STRING
 248      0   0.0      1   0.0   3233  95.9        -  VARJO.INTERNALS::FINAL-STRING-COMPOSE
------------------------------------------------------------------------
        139   4.1                                     elsewhere
